handle,title,description,categories,crosspromotecategory,istaxable,isactive,isfeatured,shippingmethod,shippingfee,shippingfeeadditional,handlingfee,handlingfeeadditional,shippingfee_int,shippingfeeadditional_int,handlingfee_int,handlingfeeadditional_int,shippingfee_custom,shippingfeeadditional_custom,handlingfee_custom,handlingfeeadditional_custom,optionname1,optionname2,optionname3,optionname4,optionname5,optionvalue1,optionvalue2,optionvalue3,optionvalue4,optionvalue5,variantid,variant_name,weight,price,saleprice,sku,trackinventory,allowpurchase,stocklevel,seo_pagetitle,seo_keywords,seo_description,images
tavern-check-ecrured,Cagney - Black/Pumpkin,<p>	      100% Cotton</p><p>	      Grade A - Railroaded</p>,"303137,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11926499,Fabric By Yard,0.00,34.00,,1006Y,false,false,10000,,,,http://cdn.highwire.com/6664897-dscf3047.jpg
tavern-check-ecrured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11926498,Grade A w/ Furniture,0.00,0.00,,1006,false,false,10000,,,,
tavern-check-ecrumustard,Tavern Check - Ecru/Red,<p>	     100% Cotton</p><p>	     Grade A - Railroaded</p>,"303137,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11926388,Fabric By Yard,0.00,34.00,,1003,false,false,10000,,,,http://cdn.highwire.com/6664813-dscf3046.jpg
tavern-check-ecrumustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11926387,Grade A w/ Furniture,0.00,0.00,,1003,false,false,10000,,,,
tavern-check-pumpkinblack,Tavern Check - Ecru/Mustard,<p>	   100% Cotton</p><p>	   Grade A - Railroaded</p>,"303137,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11926337,Fabric By Yard,0.00,34.00,,1002,false,false,10000,,,,http://cdn.highwire.com/6664764-dscf3044.jpg
tavern-check-pumpkinblack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11926336,Grade A w/furniture,0.00,0.00,,1002,false,false,10000,,,,
chair-12,Tavern Check - Pumpkin/Black,<p>	  100% Cotton</p><p>	  Grade A - Railroaded</p>,"303137,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11926203,Fabric By Yard,0.00,34.00,,1001,false,false,10000,,,,http://cdn.highwire.com/6664578-dscf3042.jpg
chair-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11926146,Grade A w/furniture,0.00,0.00,,1001,false,false,10000,,,,
upholstery-fabrics,Upholstery Fabrics,<p>	 upholstery fabrics</p>,"303137,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11921031,default,1.00,0.00,,HW_37AD76C6,true,false,1,,,,http://cdn.highwire.com/6660331-dscf3042.jpg
waistband-shams-1,Waistband Shams - 30% Off,"<p>	<strong><br>	      Waistband Sham - SALE - 30% Off - sale prices will appear in cart</strong></p><p>	      Made with our Plain Weave fabric in linen/flax</p><p>	   Standard Sham is 21"" x 31"" (including band)</p><p>	      With or without twill tape - Note:This item is discontinued and quantities are limited to those shown.</p><p>	      cotton/acrylic/poly <br>	         machine wash: cold. dry: medium.</p><br>","81942, 160431,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,18041527,Linen/Flax Sham w/black twill trim,0.50,48.00,33.60,sham-black twill,true,false,1,New Woven Pillow Shams,standard size pillow shams,new pillow shams from historic design,"http://cdn.highwire.com/6659892-waistbandsham.jpg, http://cdn.highwire.com/6659892-colorsbig.jpg, http://cdn.highwire.com/6659892-dscf3023.jpg"
waistband-shams-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18041509,Linen/Flax Sham w/blue twill trim,0.50,48.00,33.60,sham-blue twill,true,false,0,,,,
waistband-shams-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18041523,Linen/Flax Sham w/brown twill trim,0.50,48.00,33.60,sham-brown twill,true,false,0,,,,
waistband-shams-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18041518,Linen/Flax Sham w/red twill trim,0.50,48.00,33.60,sham-red twill,true,false,3,,,,
primitive-little-bunny,Primitive Bunny - SOLD,"<p>	 Awesome little primitive bunny.  Approximately 16"" tall.  Hand-made in the U.S.A.</p>","81940, 233857,",false,true,false,false,calculated,,,,,,,,,,,,,size,,,,,prim bunny with carrot,,,,,11919981,Prim Bunny with Carrot,1.00,32.95,,PRIM BUNNY,true,false,0,hand-made easter bunnies,handmade bunnyhandmade in USA,Handmadeprimitive rabbits/bunnies.  Made in the USA. ,http://cdn.highwire.com/6659557-dscf3031.jpg
primitive-bunny,Primitive Little Sitting Bunny-SOLD,"<p>	        This adorable little primitive bunny is holding a blue heart.  Approximately 14"" tall.  Hand-made in the USA.</p>","81940, 233857,",false,true,false,false,calculated,,,,,,,,,,,,,size,,,,,prim bunny with heart,,,,,11919955,Prim Bunny with Heart,2.00,32.95,,Bunny-Blue Heart,true,false,0,hand-made easter bunnies,handmade bunnyhandmade in USA,Handmadeprimitive rabbits/bunnies.  Made in the USA. ,http://cdn.highwire.com/6659532-dscf3014.jpg
primitive-bunnies-1,Primitive Pair of Bunnies SOLD,"<p>	       Walter & Millie - Great pair of primitive bunnies.  Each measuring approximately 24"" tall.</p>","81940, 233857,",false,true,false,false,calculated,,,,,,,,,,,,,size,,,,,Millie,,,,,11919916,Millie,3.00,65.00,,millie,true,false,0,hand-made easter bunnies,handmade bunnyhandmade in USA,Handmade pair of primitive rabbits/bunnies.  Mad in the USA. ,"http://cdn.highwire.com/6659493-dscf3011.jpg, http://cdn.highwire.com/6659493-dscf3012.jpg, http://cdn.highwire.com/6659493-dscf3013.jpg"
primitive-bunnies-1,,,,,,,,,,,,,,,,,,,,,,,,,,Wallter,,,,,11919915,Walter,3.00,65.00,,walter,true,false,0,,,,
stripe-17-queen-blanket-1,Stripe #17 Queen Blanket,"<p>	<strong>Stripe #17</strong> - Queen size blanket, 94"" x 99""</p><p>	Colors: <br>	 Black, Brick, Brown, Blue, Antique White, Green, Flax or Tan<br>	 On a Flax, Tan or Antique White background.</p><p>	cotton/acrylic/poly <br>	             machine wash: cold. dry: medium.</p><br>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,Color,Size,,,,Black/Flax,Queen Size,,,,11884973,Black/Flax/Queen,3.00,108.00,,BK/FLAX-17,true,true,0,Queen Size Blanket Stripe #17l,Queen Size Blanket Stripe #17Historic Handwoven BlanketMade in USA,Queen Size Blanket Stripe #17,"http://cdn.highwire.com/6633502-linenflaxcolorsbig.jpg, http://cdn.highwire.com/6633502-stripe17blanket.jpg"
stripe-17-queen-blanket-1,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Flax,Queen Size,,,,11885082,Blue/Flax/Queen,3.00,108.00,,BLUE/FLAX-17,true,true,0,,,,
stripe-17-queen-blanket-1,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Flax,Queen Size,,,,11885083,Brown/Flax/Queen,3.00,108.00,,BRN/FLAX-17,true,true,-1,,,,
stripe-17-queen-blanket-1,,,,,,,,,,,,,,,,,,,,,,,,,,Red/Flax,Queen Size,,,,11885078,Red/Flax/Queen,3.00,108.00,,RED/FLAX-17,true,true,1,,,,
a-simple-life-magazine-spring-2014,A Simple Life Magazine - Spring 2014,"<p>	    Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!</p><p>	    Published by Jill Peterson</p>","290969,",false,true,true,false,flat,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,,,,,,,,,11878508,Spring-2014,1.00,9.00,,SPRING 2014,true,false,1,A Simple Life Magazine Spring 2014,A Simple Life Magazine Spring 2014antiquesearly lifeprimitivesJill Peterson,"Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!Published by Jill Peterson",http://cdn.highwire.com/6629845-simplelifespring2014.jpg
angstadt-36-coverletblanket,Angstadt #36 Coverlet/Blanket,"<div style=""text-align: left;"">	<p>		   The original of this new coverlet was woven by Jacob Angstadt.  As recorded in the mid-1700's Johann Angstadt, who was a master weaver taught his three sons the trade.  His son Peter then taught his nephew Jacob.  This is another of Jacob's wonderful patterns!	</p>	   Queen size Coverlet - 92 x 105<br>	   Cotton/acrylic/poly, Point Twill Weave</div><div style=""text-align: left;"">	      Colors available: <br>	      flax, blue, black, brown, red or green on a flax, antique white or tan background.  Choices above are with the flax background.  If you would like antique white or tan background you may choose your main color and specify tan or antique white background in the notes.  Any questions, give us a call.  <br></div> <br>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11872483,Angstadt 36 Black/Flax,3.00,160.00,,Black/Flax,true,true,1,Angstadt #36 Queen Size Coverlet,coverletqueen sizeangstadt #36historic pattern,"Queen size blanket/coverlet.  Colors available are flax/flax, black/flax, brown/flax, brick/flax, blue/flax, green/flax","http://cdn.highwire.com/6626388-angstadt36coverlet.jpg, http://cdn.highwire.com/6626388-flaxcolorsbig.jpg"
angstadt-36-coverletblanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11872365,Angstadt 36 Blue/Flax,3.00,160.00,,Blue/Flax,true,true,1,,,,
angstadt-36-coverletblanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11872478,Angstadt 36 Brown/Flax,3.00,160.00,,Brown/Flax,true,true,2,,,,
angstadt-36-coverletblanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11872464,Angstadt 36 Flax/Flax,3.00,160.00,,Flax/Flax,true,true,2,,,,
angstadt-36-coverletblanket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11872484,Angstadt 36 Red/Flax,3.00,160.00,,Red/Flax,true,true,1,,,,
cloister-netting-curtain-panel-1,Cloister Netting Curtain Panel - Limited Quantities,"<strong>Cloister Netting Panel</strong> -  This lovely netting curtain is a reproduction of an early ""glass curtain"" or what is now referred to as ""sheer"".  It is a medium to tight weave netting panel that resembles  the seine cloth or nets of France.<p>	          Rod pocket panels are sold at loom state, and will arrive longer than finished size stated here.  When you wash them they have a nice soft texture.  <br>	<br>	                       Approximate finished sizes after washing followed by the actual size before washing:<br>	                       46"" x 45""   (loom length - 54"")<br>	                       46"" x 63""   (loom length - 68"")<br>	                       46"" x 84""   (loom length - 92"")</p><p>	          Colors available:   Flax (limited quantities)</p><p>	      Hand-woven in the USA. .</p><br>","81942,",false,true,true,false,flat,5.60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,11905238,"Flax-46""x45""",0.30,32.00,,Flax Short,true,false,9,Cloister netting curtain panels,cloister netting curtainsprimitive curtainscountry curtains,Cloister Netting Panel -  This lovely netting curtain is a reproduction of an early &quot;glass curtain&quot; or what is now referred to as &quot;sheer&quot;.  It is a medium to tight weave netting panel that resembles the seine cloth or nets of France.​,"http://cdn.highwire.com/6626310-cloister2.jpg, http://cdn.highwire.com/6626310-cloister-closeup.jpg, http://cdn.highwire.com/6626310-colorsbig.jpg"
cloister-netting-curtain-panel-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11872208,"Flax-46""x63""",0.30,38.00,,Flax Medium,true,false,0,,,,
cloister-netting-curtain-panel-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11872210,"Flax-46""x84""",0.30,42.00,,Flax Long,true,false,6,,,,
primrose-path-coverlet-queen-new,Primrose Path Coverlet - Queen - Limited Quantities,"<p>	   Double weave pattern.  The origin and weaver of this beautiful and simple pattern are unknown.  The earliest double weave coverlets in America date back to the 18th century.</p><p>	             Queen Size - 90 x 99- Reversible - Winter Weight</p>             Machine Wash/Dry<br>             Cotton/Acrylic<p>	       Made in USA</p><p>	           Colors Still Available:</p><p>	brown/flax,  blue/flax</p>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,11146016,QUEEN BLUE/FLAX,3.00,195.00,,blue-flax,true,false,1,Primrose Path Queen Size Coverlet,Primrose Path Queen Size CoverletHistoric pattern reproduction,Primrose Path Queen Size Coverlet is a double woven winter weight coverlet.  ,"http://cdn.highwire.com/6250453-primrosepathcoverlet.jpg, http://cdn.highwire.com/6250453-linencolorsbig.jpg, http://cdn.highwire.com/6250453-dscf2990.jpg, http://cdn.highwire.com/6250453-dscf2991.jpg"
primrose-path-coverlet-queen-new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11146015,QUEEN BROWN/FLAX,3.00,195.00,,brown-flax,true,false,1,,,,
a-simple-life-magazine-fall-2013,A Simple Life Magazine - Winter -2013,"<p>	   Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!</p><p>	   Published by Jill Peterson</p>","290969,",false,true,true,false,flat,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,,,,,,,,,10385557,Winter-2013,1.00,9.00,,WINTER-13,true,false,4,A Simple Life Magazine Summer 2013,A Simple Life Magazine Summer 2013antiquesearly lifeprimitivesJill Peterson,"Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!Published by Jill Peterson",http://cdn.highwire.com/5651306-winter-2013-a-simple-life.jpg
a-simple-life-magazine-summer-2013-2,A Simple Life Magazine - Fall -2013,"<p>	  Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!</p><p>	  Published by Jill Peterson</p>","290969,",false,true,true,false,flat,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,,,,,,,,,10385392,Fall-2013,1.00,9.00,,FALLl-13,true,false,4,A Simple Life Magazine Summer 2013,A Simple Life Magazine Summer 2013antiquesearly lifeprimitivesJill Peterson,"Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!Published by Jill Peterson",http://cdn.highwire.com/5651142-fallcover-simple-life.jpg
test-1,test,<p>	 test</p>,"136089,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7809391,default,1.00,0.00,,HW_27D52F2F,true,false,1,,,,"http://cdn.highwire.com/4031167-dscf2763.jpg, http://cdn.highwire.com/4031167-dscf2763.jpg, http://cdn.highwire.com/4031167-dscf1691.jpg, http://cdn.highwire.com/4031167-dscf1698.jpg, http://cdn.highwire.com/4031167-dscf1700.jpg, http://cdn.highwire.com/4031167-dscf1697.jpg, http://cdn.highwire.com/4031167-dscf1700.jpg, http://cdn.highwire.com/4031167-dscf1698.jpg, http://cdn.highwire.com/4031167-dscf1696.jpg, http://cdn.highwire.com/4031167-dscf1695.jpg, http://cdn.highwire.com/4031167-dscf1694.jpg, http://cdn.highwire.com/4031167-dscf1692.jpg, http://cdn.highwire.com/4031167-dscf1698.jpg"
tin-sheep,Tin Sheep,"<p>	   This wonderful tin sheep is hand-made with recycled tin.  It is available in two sizes.</p><p>	   31"" h x 36"" w - $295.00</p><p>	 <br>	    21"" h x 27"" w - $195.00</p> <br>","81940, 81945, 82025,",false,true,true,false,flat,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,size,,,,,Large,,,,,7799854,Large,0.00,295.00,,HW_49C2439A,true,true,1,Hand-Made Tin Sheep,tin sheephandmade in USAcrafted from recycled tin,Tin Sheep hand-made from recycled in the USA.  Available in two sizes.,http://cdn.highwire.com/4023769-dscf1007.jpg
tin-sheep,,,,,,,,,,,,,,,,,,,,,,,,,,Small,,,,,7799853,Small,0.00,195.00,,HW_A43DDAED,true,true,1,,,,
small-antique-stool-whooked-rug,Small Antique Stool w/hooked rug - SOLD,"<p>	     Very adorable little hand-painted stool with hooked penny rug on top. One-of-a-kind!</p><p>	     Measures -12"" x 7"" (8"" high)</p>","81940, 81941,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7793336,default,3.00,135.00,,HW_33A46EBB,true,false,0,,,,"http://cdn.highwire.com/4018655-dscf2741.jpg, http://cdn.highwire.com/4018655-dscf2742.jpg, http://cdn.highwire.com/4018655-dscf2743.jpg"
old-bucket,Old Bucket,"<p>	    Nice large old firkin/bucket with newer paint finish.  This piece does not have a lid. Inside is finished same as outside.</p><p>	   Top measures - 15""</p><p>	   Bottom measures - 16""</p><p>	   Height - 14""</p>","81941,",false,true,true,false,flat,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,7792898,default,8.00,135.00,,HW_BEFF59D2,true,false,1,Antique Bucket/Firkin,bucketfirkinantique,Nice old firkin bucket - large size - no lid,http://cdn.highwire.com/4018225-dscf2632.jpg
stack-of-stenciled-boxes-wool,Stack of Stenciled Boxes - Wool,"<p>	   Nice set of three oval boxes in dirty white and black.</p><p>	   Small- 5""x 7""x 3""</p><p>	   Medium- 6""x 8.5""x 4""</p><p>	   Large- 7.5""x 10""x 5""</p>","81940, 81945, 82025,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7792813,default,3.00,65.00,,HW_CA737AAC,true,false,1,Wool Box Set,Set of 3 boxeswool boxeshand painted USA,wool box set of 3 hand-stenciled,http://cdn.highwire.com/4018145-dscf2572.jpg
old-pie-safe,Antique Pie Safe - FOR STORE PICK-UP ONLY,"<p>	   Great old pie safe in scant green paint.  This is a nice size - it measures 40"" x 40"" x 14""</p><p>	   For pick up only - this item cannot be shipped.</p>","81941,",false,true,false,false,free,,,,,,,,,,,,,,,,,,,,,,,7792783,default,0.00,595.00,,HW_EBEE6504,true,false,1,Antique Pie Safe,Antique Pie SafeGreen Paint,Antique pie safe in green paint,"http://cdn.highwire.com/4018116-dscf2466.jpg, http://cdn.highwire.com/4018116-dscf2469.jpg, http://cdn.highwire.com/4018116-dscf2470.jpg, http://cdn.highwire.com/4018116-dscf2471.jpg, http://cdn.highwire.com/4018116-dscf2473.jpg"
simplify-sign,Simplify Sign,"<p>	  Sign painted on old wood panel.  Great little primitive sign.  Hand painted USA.</p><p>	 Measures 5.5"" x 17.5""</p>","160560, 191402,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7792729,default,2.00,0.00,,HW_9422B260,true,false,1,Simplify Sign,Simplify SignHandpaintedUSA,Simplify Sign hand-painted on old wood panel board.,http://cdn.highwire.com/4018098-dscf2398.jpg
tin-hanging-soap-dish,Tin Hanging Soap Dish,<p>	 Very primitive tin soap dish with fluted edges.  Handmade USA.</p>,"160560,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7792673,default,1.00,0.00,,HW_28CC6FD5,true,false,2,Primitive tin soap dish,Primitivesoap dishtin handmade USA,Primitive tin soap dish with fluted edges,"http://cdn.highwire.com/4018059-dscf2138.jpg, http://cdn.highwire.com/4018059-dscf2140.jpg"
primitive-wood-carrier,Primitive Wood Carrier,"<p>	    Nice little reproduction primitive tote in dry paint surface - blue over salmon</p><p>	  12.5"" x 11"" x 7.5""</p>","191402,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7792643,default,3.00,55.00,,HW_8B88B13A,true,false,1,Primitive Tote Carrier,Primitive Tote CarrierDry paint surface blue over salmon,Nice small primitive tote in blue over salmon textured paint surface,"http://cdn.highwire.com/4018039-dscf1921.jpg, http://cdn.highwire.com/4018039-dscf1922.jpg"
tulip-basket-rug-pattern,Tulip Basket,"<p>	  Pattern hand-drawn on unbleached linen</p><p>	Approximate size 16"" x 28""</p><br>","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7792592,default,1.00,42.00,,HW_6FBA5BF2,true,false,1,tulip basket rug hooking pattern,tulip basketrug hooking patternon linenpattern by Carol Naab,Primitive rug hooking pattern designed by Carol Naab called Tulip Basket.  Hand-drawn on unbleached linen.,http://cdn.highwire.com/4017994-dscf1765.jpg
a-simple-life-magazine-summer-2013-1,A Simple Life Magazine - Spring 2014,"<p>	   Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!</p><p>	   Published by Jill Peterson</p>","290969,",false,true,true,false,flat,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,,,,,,,,,7785190,default,1.00,9.00,,SPRING-2014,true,false,4,A Simple Life Magazine Summer 2013,A Simple Life Magazine Summer 2013antiquesearly lifeprimitivesJill Peterson,"Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!Published by Jill Peterson",http://cdn.highwire.com/4014204-simple-life-spring-2013.jpg
a-simple-life-magazine-summer-2013,A Simple Life Magazine - Summer 2013,"<p>	  Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!</p><p>	  Published by Jill Peterson</p>","290969,",false,true,true,false,flat,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,,,,,,,,,7785189,default,1.00,9.00,,SUMMER-2013,true,false,4,A Simple Life Magazine Summer 2013,A Simple Life Magazine Summer 2013antiquesearly lifeprimitivesJill Peterson,"Each issue features 2-3 homes, a living history museum, historical essays, short story fiction about early times, educational features on antiques, early projects to make, recipes and lots more!Published by Jill Peterson",http://cdn.highwire.com/4014203-simple-life-fall-2013.jpg
the-gardens-accoutrements-of-james-cramer-book,The Gardens & Accoutrements of James Cramer Book,<p>	 Hardcover book with 136 pages of beautiful photos of Seven Gates Farm Gardens and the antique garden collections of James Cramer.</p><p>	 What an inspiration!!!</p>,"290969,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7785144,default,2.00,36.00,,HW_DB229813,true,true,3,The Gardens & Accoutrements of James Cramer Book,gardensjames cramerjill peterson,Hardcover book with 136 pages of beautiful photos of Seven Gates Farm Gardens and the antique garden collections of James Cramer. ,http://cdn.highwire.com/4014190-james-cramer-garden-book.jpg
carriage-wheel-coverlet,Carriage Wheel Coverlet,"<p>	  This is a very lovely subtle weave!  And it is the only current heirloom coverlet available in all three bed sizes!</p><p>	  Twin Coverlet, 72"" x 98""</p><p>	   Queen Coverlet, 84"" x 92""</p><p>	   King Coverlet, 108"" x 100""</p><p>	  Colors:  Black, Brick, Blue, Brown</p><p>	  On Background:  Linen or Tan</p><p>	  Cotton/Acrylic/Poly Blend - Machine wash cold, Dry medium</p><p>	  This pattern is also available as a table square and throw.</p><p>	  Made in USA</p>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,Size,Color,Background Color,,,Linen,Twin,Black,,,7783955,Black/Linen/Twin,4.00,120.00,,HW_784502DA,true,true,1,Carriage Wheel Coverlet,Carriage wheel coverlettwin queenkinghistoric woven pattern,Carriage wheel coverlet available in three bed sizes including twin queen and king size,"http://cdn.highwire.com/4013350-carriagewheelcolors1big.jpg, http://cdn.highwire.com/4013350-carriagewheelcolors2big.jpg, http://cdn.highwire.com/4013350-dscf2752.jpg, http://cdn.highwire.com/4013350-carriagewheelcoverletroom.jpg"
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Twin,Black,,,7783958,Black/Tan/Twin,4.00,120.00,,HW_E097F3D9,true,true,0,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Twin,Brick,,,7783961,Brick/Linen/Twin,4.00,120.00,,HW_246CC993,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Twin,Brick,,,7783964,Brick/Tan/Twin,4.00,120.00,,HW_D0564D35,true,true,0,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Twin,Blue,,,7783967,Blue/Linen/Twin,4.00,120.00,,HW_73697AB3,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Twin,Blue,,,7783970,Blue/Tan/Twin,4.00,120.00,,HW_90E08747,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Twin,Brown,,,7783973,Brown/Linen/Twin,4.00,120.00,,HW_68822535,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Twin,Brown,,,7783976,Brown/Tan/Twin,4.00,120.00,,HW_02466E9A,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Queen,Black,,,7783956,Black/Linen/Queen,4.00,160.00,,HW_1670FB98,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Queen,Black,,,7783959,Black/Tan/Queen,4.00,160.00,,HW_1A159944,true,true,-1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Queen,Brick,,,7783962,Brick/Linen/Queen,4.00,160.00,,HW_53141FEE,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Queen,Brick,,,7783965,Brick/Tan/Queen,4.00,160.00,,HW_FC97303E,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Queen,Blue,,,7783968,Blue/Linen/Queen,4.00,160.00,,HW_956F653F,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Queen,Blue,,,7783971,Blue/Tan/Queen,4.00,160.00,,HW_C965A798,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,Queen,Brown,,,7783974,Brown/Linen/Queen,4.00,160.00,,HW_AF399099,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,Queen,Brown,,,7783977,Brown/Tan/Queen,4.00,160.00,,HW_0D71BE1B,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,King,Black,,,7783957,Black/Linen/King,4.00,170.00,,HW_5360A446,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,King,Black,,,7783960,Black/Tan/King,4.00,170.00,,HW_6DA21DF8,true,true,0,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,King,Brick,,,7783963,Brick/Linen/King,4.00,170.00,,HW_152A0890,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,King,Brick,,,7783966,Brick/Tan/King,4.00,170.00,,HW_283D80AD,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,King,Blue,,,7783969,Blue/Linen/King,4.00,170.00,,HW_514D3C15,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,King,Blue,,,7783972,Blue/Tan/King,4.00,170.00,,HW_08C0678E,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Linen,King,Brown,,,7783975,Brown/Linen/King,4.00,170.00,,HW_4728780A,true,true,1,,,,
carriage-wheel-coverlet,,,,,,,,,,,,,,,,,,,,,,,,,,Tan,King,Brown,,,7783978,Brown/Tan/King,4.00,170.00,,HW_8BBC6354,true,true,1,,,,
